student_id,department,year_of_study,gpa,midterm_score,attendance_percentage,library_checkout_count,canteen_peak_visit_time,campus_wifi_hours_night,assignment_submit_delay_hours,lab_attendance_8am
STU2027393,Civil Eng,2,9.68,100.0,79.8,11,12:30-13:30,0.8,24.5,71.8
STU2027394,Electronics & Comm,3,5.6,35.0,66.7,22,11:30-12:30,6.6,-45.7,38.2
STU2027395,Information Tech,4,7.9,48.9,85.2,4,12:30-13:30,6.0,19.5,55.0
STU2027396,Civil Eng,4,7.84,51.4,71.1,22,12:30-13:30,6.8,9.2,55.4
STU2027397,Electronics & Comm,4,7.1,42.4,97.3,23,13:30-14:30,5.9,-19.3,35.2
STU2027398,Mechanical Eng,4,5.87,62.2,65.9,19,12:30-13:30,1.5,30.3,96.8
STU2027399,Electronics & Comm,1,6.98,46.2,94.5,25,12:30-13:30,7.4,1.5,35.1
STU2027400,Information Tech,2,9.7,64.8,89.1,31,13:30-14:30,6.3,-19.2,43.9
STU2027401,Information Tech,1,7.97,49.6,66.0,12,12:30-13:30,4.4,15.1,63.0
STU2027402,Mechanical Eng,3,7.86,51.0,72.0,24,13:30-14:30,5.1,-8.2,43.7
STU2027403,Computer Science,2,8.25,60.6,74.5,40,11:30-12:30,6.3,3.4,61.3
STU2027404,Computer Science,4,6.12,37.0,58.1,19,13:30-14:30,7.2,-14.2,38.5
STU2027405,Electronics & Comm,1,5.57,59.8,67.7,16,11:30-12:30,1.9,2.4,94.0
STU2027406,Civil Eng,3,8.34,58.6,55.5,21,12:30-13:30,4.7,19.2,42.0
STU2027407,Civil Eng,1,8.42,61.2,97.0,14,12:30-13:30,4.0,25.9,42.3
STU2027408,Computer Science,4,8.46,85.3,81.7,3,11:30-12:30,3.0,3.0,98.2
STU2027409,Computer Science,4,6.58,69.0,59.0,14,11:30-12:30,2.2,-8.3,94.1
STU2027410,Electronics & Comm,4,5.65,35.4,68.3,2,12:30-13:30,5.9,23.0,59.9
STU2027411,Information Tech,1,9.52,65.0,74.1,19,12:30-13:30,4.0,21.8,46.2
STU2027412,Computer Science,3,8.02,56.8,85.0,24,11:30-12:30,3.9,-16.1,61.6
STU2027413,Civil Eng,1,8.45,81.5,96.6,25,12:30-13:30,1.0,28.1,84.0
STU2027414,Electronics & Comm,4,5.69,63.4,62.9,16,12:30-13:30,2.9,28.1,89.8
STU2027415,Computer Science,1,6.21,43.6,60.7,24,12:30-13:30,7.4,12.6,51.2
STU2027416,Information Tech,3,8.23,54.8,59.6,17,12:30-13:30,3.8,-1.4,39.8
STU2027417,Mechanical Eng,4,7.23,51.9,94.5,20,11:30-12:30,6.8,-38.1,60.6
STU2027418,Electronics & Comm,4,8.34,49.7,78.5,20,12:30-13:30,4.4,11.9,46.7
STU2027419,Information Tech,1,6.5,58.9,61.3,2,11:30-12:30,1.4,-42.0,90.3
STU2027420,Mechanical Eng,1,6.8,68.8,89.9,23,12:30-13:30,2.7,14.5,77.1
STU2027421,Civil Eng,2,5.93,35.0,71.7,6,11:30-12:30,4.9,-2.5,48.9
STU2027422,Electronics & Comm,1,7.55,78.4,97.6,22,12:30-13:30,1.0,9.8,74.8
STU2027423,Electronics & Comm,3,7.25,72.0,87.4,25,11:30-12:30,0.8,1.3,79.3
STU2027424,Civil Eng,4,8.11,52.8,92.3,15,13:30-14:30,5.7,-13.8,34.5
STU2027425,Electronics & Comm,2,8.08,61.3,67.4,4,11:30-12:30,5.9,-10.7,45.1
STU2027426,Electronics & Comm,1,7.09,38.6,71.9,19,12:30-13:30,3.8,19.8,58.2
STU2027427,Mechanical Eng,4,7.7,47.7,71.6,21,14:30-15:30,6.6,-16.2,54.1
STU2027428,Information Tech,2,7.52,48.7,58.9,23,12:30-13:30,3.9,20.8,42.0
STU2027429,Mechanical Eng,3,8.06,58.0,64.8,11,11:30-12:30,7.0,-37.8,41.3
STU2027430,Mechanical Eng,4,6.7,39.5,80.7,24,13:30-14:30,5.2,-32.4,36.6
STU2027431,Mechanical Eng,3,6.38,35.0,74.9,9,12:30-13:30,4.1,3.4,34.1
STU2027432,Mechanical Eng,2,9.32,97.1,89.8,16,14:30-15:30,3.1,-19.5,81.4
STU2027433,Electronics & Comm,3,8.11,47.3,65.9,8,11:30-12:30,7.3,-5.0,58.5
STU2027434,Mechanical Eng,4,7.46,47.4,97.6,3,11:30-12:30,4.6,4.0,39.7
STU2027435,Civil Eng,1,7.55,74.4,71.6,3,13:30-14:30,1.3,-45.8,75.3
STU2027436,Computer Science,3,5.96,64.6,78.0,16,12:30-13:30,1.4,31.5,72.8
STU2027437,Information Tech,1,5.54,35.0,69.5,21,12:30-13:30,4.9,19.8,39.7
STU2027438,Mechanical Eng,3,9.12,68.3,61.5,14,13:30-14:30,4.4,-37.2,41.1
STU2027439,Information Tech,1,9.6,72.2,58.9,5,12:30-13:30,5.7,5.1,64.3
STU2027440,Civil Eng,2,6.54,42.9,81.2,23,11:30-12:30,6.7,-31.6,62.1
STU2027441,Information Tech,4,7.42,48.8,65.0,14,11:30-12:30,6.4,-2.9,44.3
STU2027442,Civil Eng,1,7.83,47.5,66.7,12,12:30-13:30,6.7,-4.2,47.2
STU2027443,Information Tech,4,9.1,93.2,81.1,14,12:30-13:30,3.1,1.9,90.4
STU2027444,Civil Eng,2,6.44,71.6,70.2,17,12:30-13:30,2.4,34.4,90.7
STU2027445,Information Tech,2,8.28,55.1,57.8,15,12:30-13:30,5.5,15.1,30.8
STU2027446,Civil Eng,4,5.88,67.6,66.0,7,12:30-13:30,2.1,4.0,80.6
STU2027447,Information Tech,2,9.14,85.9,97.1,17,14:30-15:30,3.1,-15.4,92.1
STU2027448,Information Tech,1,6.58,61.6,77.6,7,12:30-13:30,2.3,4.4,74.3
STU2027449,Mechanical Eng,2,7.74,80.7,65.0,25,13:30-14:30,1.1,-38.7,71.5
STU2027450,Information Tech,4,9.55,91.5,93.5,4,13:30-14:30,2.2,-7.0,93.4
STU2027451,Mechanical Eng,2,7.8,56.4,88.5,7,12:30-13:30,4.4,5.1,42.9
STU2027452,Computer Science,3,9.18,64.6,88.0,19,11:30-12:30,4.1,-39.1,30.7
STU2027453,Civil Eng,2,9.14,60.1,65.4,16,12:30-13:30,4.8,2.2,42.9
STU2027454,Computer Science,2,6.2,57.8,81.1,31,12:30-13:30,0.8,27.8,98.5
STU2027455,Civil Eng,4,9.32,61.7,75.1,25,12:30-13:30,5.0,11.6,48.2
STU2027456,Mechanical Eng,4,6.22,57.1,91.9,11,14:30-15:30,1.4,-41.9,71.1
STU2027457,Civil Eng,4,7.12,65.0,71.1,22,12:30-13:30,2.7,25.8,75.8
STU2027458,Civil Eng,2,8.29,79.6,68.0,17,12:30-13:30,2.2,11.4,70.5
STU2027459,Civil Eng,3,9.29,100.0,74.9,5,13:30-14:30,3.4,-32.3,71.5
STU2027460,Computer Science,3,7.5,47.3,71.6,31,12:30-13:30,5.1,17.6,45.2
STU2027461,Computer Science,4,5.79,51.9,69.3,25,11:30-12:30,2.7,-10.3,84.7
STU2027462,Mechanical Eng,1,5.61,35.0,64.4,16,13:30-14:30,4.1,-29.6,30.8
STU2027463,Mechanical Eng,3,7.08,40.9,89.5,18,12:30-13:30,4.6,-3.5,60.9
STU2027464,Information Tech,1,9.79,67.3,61.6,22,13:30-14:30,6.3,-33.8,41.6
STU2027465,Electronics & Comm,2,5.9,57.4,71.5,8,14:30-15:30,3.3,-25.8,71.2
STU2027466,Electronics & Comm,4,8.94,97.5,93.0,4,12:30-13:30,3.5,1.7,86.5
STU2027467,Computer Science,3,8.63,82.1,88.8,18,12:30-13:30,2.0,-1.7,96.5
STU2027468,Civil Eng,3,8.15,58.6,97.1,25,12:30-13:30,6.5,8.6,63.4
STU2027469,Mechanical Eng,2,8.37,52.4,90.9,9,13:30-14:30,4.6,-36.0,53.9
STU2027470,Computer Science,4,7.58,46.1,69.1,20,12:30-13:30,4.1,7.3,47.5
STU2027471,Mechanical Eng,1,9.04,56.5,78.9,6,12:30-13:30,6.4,33.0,37.7
STU2027472,Information Tech,3,7.27,50.4,72.2,45,12:30-13:30,4.5,33.1,40.5
STU2027473,Computer Science,3,9.48,94.1,57.4,25,14:30-15:30,3.3,1.7,82.5
STU2027474,Computer Science,3,6.51,38.0,92.8,42,12:30-13:30,3.9,4.6,63.5
STU2027475,Electronics & Comm,2,6.95,49.5,80.7,25,11:30-12:30,4.7,-47.6,59.9
STU2027476,Information Tech,4,7.62,47.7,59.0,2,14:30-15:30,7.3,-23.0,58.3
STU2027477,Computer Science,2,6.75,38.6,91.3,17,12:30-13:30,5.3,-3.3,62.1
STU2027478,Mechanical Eng,3,5.93,53.1,97.8,7,14:30-15:30,1.1,-0.5,71.1
STU2027479,Civil Eng,1,6.65,39.0,67.5,16,11:30-12:30,6.4,-15.9,32.5
STU2027480,Mechanical Eng,2,8.27,86.4,85.1,12,11:30-12:30,1.2,-12.8,87.6
STU2027481,Civil Eng,4,7.04,70.0,76.9,9,13:30-14:30,2.6,-5.9,90.5
STU2027482,Mechanical Eng,3,6.41,45.0,74.8,6,13:30-14:30,5.4,-42.3,31.3
STU2027483,Civil Eng,2,6.14,35.0,58.2,15,13:30-14:30,5.9,-26.3,54.1
STU2027484,Information Tech,3,9.53,73.2,64.0,17,11:30-12:30,3.8,-45.4,31.2
STU2027485,Mechanical Eng,4,6.3,35.0,76.4,6,12:30-13:30,5.1,28.4,43.9
STU2027486,Civil Eng,3,9.62,63.4,87.3,10,11:30-12:30,6.6,-26.0,36.4
STU2027487,Civil Eng,3,6.14,69.5,93.0,25,14:30-15:30,2.2,-38.4,87.5
STU2027488,Computer Science,1,8.22,63.0,85.6,18,12:30-13:30,6.1,3.3,43.1
STU2027489,Electronics & Comm,3,8.43,59.2,91.9,20,12:30-13:30,5.7,20.1,39.6
STU2027490,Information Tech,2,7.37,44.2,95.8,32,12:30-13:30,6.1,35.9,45.9
STU2027491,Civil Eng,1,6.72,47.9,55.8,15,13:30-14:30,4.6,1.2,63.8
STU2027492,Information Tech,2,9.47,100.0,90.9,41,13:30-14:30,2.1,-35.8,77.7
STU2027493,Information Tech,3,7.2,77.9,55.2,15,12:30-13:30,2.1,12.6,76.4
STU2027494,Computer Science,3,7.8,46.1,93.7,39,13:30-14:30,7.1,-14.1,30.6
STU2027495,Mechanical Eng,1,7.64,45.9,79.9,14,13:30-14:30,4.2,-18.3,49.3
STU2027496,Mechanical Eng,2,7.84,49.8,63.6,2,14:30-15:30,5.3,-42.7,32.8
STU2027497,Mechanical Eng,2,8.33,79.7,83.9,5,11:30-12:30,3.4,-7.5,96.3
STU2027498,Mechanical Eng,3,9.79,75.7,84.7,2,11:30-12:30,5.0,2.5,32.7
STU2027499,Computer Science,3,9.65,65.2,59.9,29,13:30-14:30,3.7,-20.9,34.3
STU2027500,Civil Eng,3,8.88,94.1,70.3,10,12:30-13:30,1.1,24.7,75.1
STU2027501,Information Tech,1,9.77,100.0,62.0,22,11:30-12:30,2.9,-29.4,85.1
STU2027502,Mechanical Eng,4,8.91,63.6,73.6,21,11:30-12:30,6.2,-14.2,57.2
STU2027503,Information Tech,1,9.7,65.4,87.0,16,12:30-13:30,6.3,10.9,62.7
STU2027504,Mechanical Eng,2,9.37,87.1,56.6,13,12:30-13:30,1.8,21.6,86.6
STU2027505,Civil Eng,1,9.67,98.7,92.1,5,12:30-13:30,1.1,19.3,94.4
STU2027506,Civil Eng,4,7.88,47.7,78.7,22,13:30-14:30,5.8,-31.2,34.2
STU2027507,Mechanical Eng,4,6.76,75.7,91.9,10,11:30-12:30,0.9,-4.8,78.7
STU2027508,Electronics & Comm,3,6.96,64.3,72.7,11,12:30-13:30,1.0,11.7,85.4
STU2027509,Computer Science,3,6.91,41.6,85.6,26,13:30-14:30,6.6,-42.0,62.6
STU2027510,Mechanical Eng,3,6.87,49.1,60.3,11,11:30-12:30,4.5,-3.4,50.4
STU2027511,Information Tech,1,8.99,65.9,78.6,11,12:30-13:30,4.5,-0.9,54.2
STU2027512,Civil Eng,1,6.84,73.1,92.8,5,11:30-12:30,1.2,2.3,79.7
STU2027513,Information Tech,1,5.96,35.0,75.5,20,12:30-13:30,3.8,33.5,42.6
STU2027514,Electronics & Comm,1,6.94,49.4,63.0,17,13:30-14:30,6.9,-36.4,54.5
STU2027515,Electronics & Comm,2,8.67,61.2,90.4,10,12:30-13:30,5.3,18.6,38.4
STU2027516,Electronics & Comm,4,7.85,74.8,57.6,13,12:30-13:30,2.0,0.6,89.3
STU2027517,Information Tech,4,9.42,89.2,67.4,22,12:30-13:30,2.2,19.8,94.8
STU2027518,Computer Science,1,7.24,68.7,63.2,5,12:30-13:30,2.3,34.7,73.7
STU2027519,Electronics & Comm,2,8.56,80.0,64.9,8,12:30-13:30,2.2,6.3,71.4
STU2027520,Computer Science,1,8.3,62.2,85.8,6,12:30-13:30,6.3,1.0,30.5
STU2027521,Computer Science,3,6.9,43.9,72.7,35,12:30-13:30,5.1,1.0,53.8
STU2027522,Civil Eng,3,6.31,37.6,83.6,3,12:30-13:30,7.1,5.3,38.5
STU2027523,Civil Eng,4,6.18,35.8,88.6,5,12:30-13:30,6.3,31.1,56.2
STU2027524,Electronics & Comm,3,6.7,68.6,73.3,13,12:30-13:30,0.6,7.4,92.8
STU2027525,Electronics & Comm,4,6.36,41.4,92.1,16,12:30-13:30,6.4,32.1,63.7
STU2027526,Computer Science,2,8.27,53.9,71.5,23,11:30-12:30,7.4,-9.8,49.3
STU2027527,Information Tech,3,8.47,54.3,66.7,33,11:30-12:30,5.1,2.7,58.0
STU2027528,Computer Science,2,9.36,100.0,65.8,33,13:30-14:30,2.2,-5.7,97.8
STU2027529,Information Tech,2,8.2,80.3,97.0,32,12:30-13:30,0.5,12.2,97.8
STU2027530,Mechanical Eng,1,7.57,50.5,63.1,10,12:30-13:30,5.6,19.0,55.2
STU2027531,Civil Eng,3,5.91,53.6,75.3,17,12:30-13:30,1.9,26.1,77.1
STU2027532,Information Tech,3,7.62,55.8,73.5,22,13:30-14:30,4.4,-26.2,54.1
STU2027533,Computer Science,2,7.51,41.5,78.0,37,12:30-13:30,5.7,0.6,33.6
STU2027534,Electronics & Comm,2,7.09,66.3,56.6,20,12:30-13:30,0.6,31.5,87.0
STU2027535,Electronics & Comm,1,6.97,75.2,65.2,22,12:30-13:30,1.3,33.5,93.4
STU2027536,Electronics & Comm,1,7.55,79.9,66.9,17,14:30-15:30,1.7,-4.7,92.0
STU2027537,Electronics & Comm,4,9.32,64.9,59.3,24,11:30-12:30,4.0,-29.5,38.0
STU2027538,Mechanical Eng,4,7.89,51.4,62.1,8,12:30-13:30,5.7,2.1,64.3
STU2027539,Electronics & Comm,2,8.67,82.0,86.5,23,12:30-13:30,1.9,13.4,76.1
STU2027540,Information Tech,2,5.64,35.0,86.2,41,13:30-14:30,5.6,-11.6,42.8
STU2027541,Electronics & Comm,1,9.08,84.5,61.8,15,11:30-12:30,3.1,-42.2,75.0
STU2027542,Electronics & Comm,2,5.81,54.4,72.8,24,13:30-14:30,3.5,-18.6,90.3
STU2027543,Information Tech,3,9.31,64.9,61.8,28,14:30-15:30,7.5,-38.9,48.6
STU2027544,Civil Eng,3,6.86,37.6,81.1,11,11:30-12:30,7.0,-28.1,57.9
STU2027545,Information Tech,4,9.49,100.0,92.6,24,12:30-13:30,1.3,16.9,90.1
STU2027546,Computer Science,4,7.2,52.6,82.9,9,11:30-12:30,5.5,-5.7,58.6
STU2027547,Electronics & Comm,1,7.69,49.8,81.1,19,12:30-13:30,6.7,-1.2,38.5
STU2027548,Mechanical Eng,3,7.86,84.6,90.6,9,11:30-12:30,0.8,-11.0,84.2
STU2027549,Computer Science,2,8.19,51.7,58.1,20,12:30-13:30,5.5,22.9,49.1
STU2027550,Mechanical Eng,1,5.64,50.6,55.5,2,13:30-14:30,0.7,-43.6,89.3
STU2027551,Electronics & Comm,1,5.86,35.0,63.2,13,12:30-13:30,7.2,-2.7,33.4
STU2027552,Information Tech,1,8.59,91.1,97.5,11,12:30-13:30,2.7,25.9,89.5
STU2027553,Mechanical Eng,2,5.87,35.0,89.9,4,12:30-13:30,4.7,1.2,50.2
STU2027554,Mechanical Eng,1,6.85,49.4,75.2,23,11:30-12:30,4.1,-34.2,46.4
STU2027555,Electronics & Comm,4,6.99,71.5,69.7,20,12:30-13:30,3.0,0.0,85.0
STU2027556,Civil Eng,2,8.93,69.1,77.0,7,12:30-13:30,7.4,27.2,42.9
STU2027557,Civil Eng,1,7.88,56.3,56.7,21,12:30-13:30,3.8,17.9,44.2
STU2027558,Information Tech,3,8.88,55.3,55.7,20,14:30-15:30,4.9,-41.3,52.3
STU2027559,Computer Science,3,8.95,62.1,94.9,44,13:30-14:30,6.6,-19.9,38.8
STU2027560,Computer Science,3,8.19,48.6,66.1,44,12:30-13:30,6.5,5.2,36.2
STU2027561,Electronics & Comm,4,8.59,63.0,63.1,6,12:30-13:30,5.0,23.6,44.0
STU2027562,Information Tech,3,8.62,62.3,77.4,15,12:30-13:30,5.0,5.0,53.3
STU2027563,Civil Eng,2,7.08,47.6,86.2,4,13:30-14:30,4.2,-23.5,37.5
STU2027564,Computer Science,4,6.75,72.4,97.2,3,13:30-14:30,3.2,-38.1,80.3
STU2027565,Electronics & Comm,3,6.96,76.9,84.4,4,11:30-12:30,2.6,-23.1,97.8
STU2027566,Mechanical Eng,4,8.91,61.7,92.1,2,14:30-15:30,4.1,-7.1,63.6
STU2027567,Computer Science,3,6.54,43.0,85.0,19,13:30-14:30,4.1,-23.3,59.1
STU2027568,Computer Science,3,5.66,54.1,84.5,21,14:30-15:30,0.9,3.4,94.7
STU2027569,Mechanical Eng,2,9.06,89.7,66.1,6,12:30-13:30,2.7,28.0,90.6
STU2027570,Computer Science,1,8.56,64.5,74.6,8,11:30-12:30,3.8,-35.2,60.8
STU2027571,Computer Science,2,7.62,56.8,60.8,16,12:30-13:30,5.0,24.7,65.0
STU2027572,Computer Science,4,8.76,88.4,69.1,19,12:30-13:30,3.2,24.5,83.4
STU2027573,Information Tech,1,5.55,37.3,62.9,15,11:30-12:30,6.2,-42.1,64.9
STU2027574,Electronics & Comm,1,6.55,43.3,71.2,21,12:30-13:30,3.8,-0.1,54.6
STU2027575,Civil Eng,1,9.29,91.2,84.2,4,13:30-14:30,3.2,-31.5,87.7
STU2027576,Computer Science,1,9.24,68.4,82.5,18,12:30-13:30,4.5,14.6,33.8
STU2027577,Computer Science,2,8.75,94.9,72.5,31,12:30-13:30,1.7,1.1,91.0
STU2027578,Electronics & Comm,4,6.68,61.0,69.5,25,13:30-14:30,1.0,-32.4,77.4
STU2027579,Information Tech,4,9.54,100.0,56.8,14,12:30-13:30,3.1,12.6,70.6
STU2027580,Computer Science,1,6.0,41.4,60.5,3,11:30-12:30,6.0,-20.4,30.6
STU2027581,Electronics & Comm,3,7.18,65.8,93.0,16,11:30-12:30,1.1,-44.1,95.3
STU2027582,Electronics & Comm,1,9.6,89.9,88.0,19,12:30-13:30,2.3,2.5,79.9
STU2027583,Information Tech,1,7.59,82.9,91.4,18,12:30-13:30,3.5,29.1,86.3
STU2027584,Mechanical Eng,1,6.0,35.0,68.1,12,13:30-14:30,4.4,-32.2,57.8
STU2027585,Civil Eng,2,7.25,52.0,64.1,13,11:30-12:30,5.0,-24.1,51.5
STU2027586,Computer Science,1,7.68,53.6,97.7,2,12:30-13:30,4.6,24.3,32.3
STU2027587,Civil Eng,3,8.01,51.7,62.1,21,12:30-13:30,5.8,18.5,54.7
STU2027588,Civil Eng,3,9.07,61.0,82.6,16,13:30-14:30,5.8,-43.2,56.1
STU2027589,Information Tech,3,6.12,35.0,88.7,33,11:30-12:30,4.6,-42.5,52.3
STU2027590,Computer Science,3,7.95,47.2,89.1,41,11:30-12:30,6.5,-6.6,63.4
STU2027591,Electronics & Comm,3,8.86,96.2,88.4,21,11:30-12:30,3.5,-10.9,86.4
STU2027592,Information Tech,4,6.17,35.0,82.5,7,12:30-13:30,3.7,25.7,44.6
STU2027593,Mechanical Eng,2,7.74,53.1,64.5,18,12:30-13:30,5.2,0.7,51.1
STU2027594,Information Tech,1,9.09,57.0,97.2,5,13:30-14:30,6.3,4.0,61.4
STU2027595,Information Tech,4,6.97,42.4,78.6,23,12:30-13:30,6.4,1.0,35.2
STU2027596,Mechanical Eng,1,8.87,83.0,71.4,2,13:30-14:30,3.1,-18.2,81.8
STU2027597,Civil Eng,1,8.39,85.1,84.5,5,12:30-13:30,1.5,5.3,75.5
STU2027598,Electronics & Comm,3,7.21,40.7,61.4,3,12:30-13:30,4.6,30.0,57.1
STU2027599,Electronics & Comm,4,8.74,59.0,55.0,14,14:30-15:30,5.2,-44.7,48.0
STU2027600,Computer Science,1,9.08,61.2,87.8,12,13:30-14:30,4.0,-4.4,32.6
STU2027601,Computer Science,1,9.56,89.9,71.1,4,12:30-13:30,0.9,30.2,88.8
STU2027602,Mechanical Eng,1,7.45,42.7,88.3,22,14:30-15:30,6.5,-26.2,48.3
STU2027603,Electronics & Comm,1,8.64,87.1,64.5,11,12:30-13:30,2.5,11.0,70.5
STU2027604,Computer Science,4,9.31,71.5,86.2,2,11:30-12:30,5.8,-18.6,44.4
STU2027605,Computer Science,4,8.62,52.2,90.5,21,12:30-13:30,7.0,-2.3,62.3
STU2027606,Mechanical Eng,1,7.21,50.6,77.5,9,12:30-13:30,4.2,-1.3,32.4
STU2027607,Electronics & Comm,3,7.04,70.0,95.0,4,12:30-13:30,1.9,14.0,96.6
STU2027608,Electronics & Comm,2,8.42,80.8,58.4,18,12:30-13:30,1.6,35.2,81.0
STU2027609,Mechanical Eng,2,7.51,53.5,78.5,23,12:30-13:30,7.3,17.4,43.2
STU2027610,Mechanical Eng,3,8.05,74.6,86.2,11,13:30-14:30,1.7,-21.0,86.8
STU2027611,Computer Science,4,6.68,64.2,97.8,17,11:30-12:30,2.2,-19.7,75.9
STU2027612,Electronics & Comm,4,8.69,66.4,76.5,22,13:30-14:30,4.1,-43.1,62.0
STU2027613,Civil Eng,2,5.94,38.9,63.3,25,12:30-13:30,4.1,29.0,64.1
STU2027614,Information Tech,4,6.51,38.8,73.3,18,13:30-14:30,6.3,-38.6,60.6
STU2027615,Mechanical Eng,4,5.63,38.1,64.8,20,13:30-14:30,5.8,-19.1,63.6
STU2027616,Civil Eng,4,8.43,59.0,97.8,9,14:30-15:30,3.7,-0.3,54.5
STU2027617,Information Tech,2,9.2,70.2,55.7,20,12:30-13:30,5.9,2.4,43.2
STU2027618,Mechanical Eng,3,8.4,82.8,58.7,19,13:30-14:30,3.3,4.4,95.3
STU2027619,Computer Science,3,7.24,80.0,61.5,33,11:30-12:30,1.0,-40.6,88.9
STU2027620,Information Tech,4,9.67,68.9,87.5,9,12:30-13:30,7.2,12.6,49.5
STU2027621,Information Tech,3,8.87,55.5,92.3,40,13:30-14:30,7.2,-46.2,34.4
STU2027622,Information Tech,2,8.35,54.0,78.3,24,12:30-13:30,7.3,21.6,50.9
STU2027623,Mechanical Eng,3,9.14,70.6,81.2,22,12:30-13:30,4.4,17.4,32.3
STU2027624,Civil Eng,1,8.49,91.6,74.0,14,12:30-13:30,3.0,14.6,75.2
STU2027625,Information Tech,2,5.61,64.4,81.5,35,11:30-12:30,2.4,-12.8,92.6
STU2027626,Civil Eng,4,8.12,53.5,76.2,17,12:30-13:30,4.3,24.5,60.0
STU2027627,Electronics & Comm,2,6.88,38.5,79.8,23,12:30-13:30,4.0,16.5,56.2
STU2027628,Civil Eng,2,8.43,90.9,89.1,13,12:30-13:30,3.1,26.0,90.2
STU2027629,Civil Eng,4,8.63,56.9,69.3,19,11:30-12:30,3.7,-38.7,31.3
STU2027630,Mechanical Eng,3,6.65,42.3,62.8,21,11:30-12:30,4.2,-32.4,46.1
STU2027631,Electronics & Comm,2,8.44,52.7,86.8,8,12:30-13:30,6.4,17.4,57.6
STU2027632,Information Tech,1,6.96,68.1,62.1,12,12:30-13:30,1.1,24.6,89.7
STU2027633,Civil Eng,2,9.43,93.5,69.8,24,12:30-13:30,1.7,4.1,86.7
STU2027634,Information Tech,3,5.94,35.0,92.0,15,12:30-13:30,7.1,34.0,33.7
STU2027635,Civil Eng,3,9.61,71.5,95.8,23,12:30-13:30,4.4,6.8,30.5
STU2027636,Mechanical Eng,2,5.53,35.0,68.2,4,13:30-14:30,4.9,1.1,60.7
STU2027637,Computer Science,4,8.08,79.2,62.1,3,12:30-13:30,1.9,-1.5,94.2
STU2027638,Mechanical Eng,2,7.2,78.0,58.8,8,12:30-13:30,2.6,24.9,73.1
STU2027639,Mechanical Eng,2,9.02,67.1,75.5,12,12:30-13:30,6.4,-3.1,48.4
STU2027640,Information Tech,3,9.6,71.9,61.4,17,13:30-14:30,6.5,-46.1,58.1
STU2027641,Mechanical Eng,2,7.46,47.0,81.5,3,12:30-13:30,7.1,19.8,34.3
STU2027642,Electronics & Comm,4,5.53,57.6,70.5,14,13:30-14:30,2.1,-39.4,84.9
STU2027643,Electronics & Comm,3,7.9,45.7,94.3,20,13:30-14:30,5.9,-21.2,44.6
STU2027644,Civil Eng,4,6.7,68.3,92.1,23,14:30-15:30,1.5,-33.2,90.5
STU2027645,Mechanical Eng,4,9.65,98.8,89.3,6,11:30-12:30,2.7,-31.9,90.7
STU2027646,Information Tech,1,9.66,91.7,89.9,3,13:30-14:30,3.5,-45.7,79.6
STU2027647,Mechanical Eng,3,8.25,59.8,80.2,5,12:30-13:30,6.6,27.8,32.5
STU2027648,Mechanical Eng,1,6.4,36.3,68.9,25,12:30-13:30,3.9,2.5,48.3
STU2027649,Computer Science,3,6.8,40.8,91.6,30,14:30-15:30,4.2,-40.4,43.4
STU2027650,Electronics & Comm,4,7.43,45.9,82.4,2,11:30-12:30,3.6,-41.1,63.2
STU2027651,Information Tech,2,9.45,71.5,67.4,37,13:30-14:30,7.1,-19.2,32.4
STU2027652,Computer Science,2,6.32,69.6,57.7,24,11:30-12:30,1.9,-14.9,74.2
STU2027653,Computer Science,4,8.67,60.0,93.1,19,12:30-13:30,4.1,14.0,44.5
STU2027654,Computer Science,2,8.8,65.9,72.4,26,11:30-12:30,5.4,-22.6,53.3
STU2027655,Mechanical Eng,3,8.71,62.1,70.6,3,13:30-14:30,4.9,-30.8,46.9
STU2027656,Information Tech,1,7.7,44.7,88.3,25,12:30-13:30,5.2,-0.8,45.9
STU2027657,Computer Science,2,8.59,59.7,96.3,29,12:30-13:30,5.0,27.3,36.1
STU2027658,Electronics & Comm,2,9.61,97.8,94.8,21,12:30-13:30,2.8,3.8,75.0
STU2027659,Civil Eng,2,9.61,67.5,86.5,9,12:30-13:30,6.1,17.7,53.0
STU2027660,Electronics & Comm,2,9.36,98.6,69.0,19,13:30-14:30,3.0,-37.2,98.0
STU2027661,Information Tech,3,6.65,37.0,60.3,20,12:30-13:30,5.6,28.1,46.2
STU2027662,Mechanical Eng,2,9.55,100.0,79.6,21,13:30-14:30,2.3,-10.1,77.4
STU2027663,Computer Science,2,9.34,73.7,81.0,29,12:30-13:30,6.4,-2.1,50.4
STU2027664,Computer Science,3,6.56,39.9,93.7,30,11:30-12:30,3.8,-10.5,48.4
STU2027665,Mechanical Eng,2,7.99,58.7,79.0,5,13:30-14:30,6.9,-40.9,38.5
STU2027666,Mechanical Eng,4,8.64,80.2,86.2,19,11:30-12:30,0.9,-22.1,75.5
STU2027667,Civil Eng,4,7.0,45.9,64.1,7,12:30-13:30,5.7,4.7,54.7
STU2027668,Information Tech,4,9.47,62.8,89.3,2,11:30-12:30,7.0,-33.3,57.7
STU2027669,Mechanical Eng,2,9.47,66.4,82.8,4,11:30-12:30,6.2,-29.6,59.9
STU2027670,Electronics & Comm,2,9.25,61.2,79.5,7,12:30-13:30,7.0,26.9,33.3
